0,1,2,3,4,5,6
"Table 1 Elemental analysis, compositions and calorific values of various Jatropha products",,,,,,
,,FRUIT,,SEED,KERNEL,
,Shella,"Seedb,d","Huskc,gh","Kerneld,g",Oile,"Cakef,h"
Mass (%),31.0,69.0,33.7,66.3,58.2,41.8
C,32.52,60.71,48.5,66.92,77.40,52.3
H,,8.19,5.7,9.46,11.58,6.5
O,,25.33,41.0,17.35,11.01,26.18
N,3.64,1.67,0.67,2.17,,4.81
S,0.02,0.16,0.01,0.24,,0.58
P,0.76,,,,,2.23
K,4.93,,,,,1.5
Ash,14.88,3.93,4.08,3.86,,9.24
HHV (MJ kg–1)i,17.28,27.1,19.9,30.9,39.6,18.3
