0,1
Table  8.12.    Feed  composition  for  simulated  gasifier  reforming  runs.    O/C  and,
"H2O/C determined on basis of CH4, C2H4, and C7H8 in feed stream.",
Component,Vol %
H2,12.59
CO,20.44
CO2,7.75
CH4,7.13
C2H4,3.03
C7H8,0.60
N2,24.54
O2,6.53
H2O,17.40
O/C,0.75
H2O/C,1.00
