0,1,2,3,4,5,6
"Temperature 
(⁰C)","CO  
[vol.%]","CO2  
[vol.%]","CH4  
[vol.%]","H2  
[vol.%]","H2+CO 
[vol.%]",H2:CO
600,4.59,14.6,4.56,2.92,7.51,0.389
700,9.10,22.48,5.07,5.74,14.84,0.631
800,15.06,20.48,8.63,11.19,26.25,0.426
