0,1,2,3,4,5,6,7,8,9,10
142,,Biomass Volume Estimation and Valorization for Energy,,,,,,,,
,Run,1,2,3,4,5,6,7,8,9
,Temperature (°C),493,705,602,507,687,593,691,593,507
,MSW admission (Kg/h),2.3,3,3,3,4,4,6,6,6
,ER,0.5,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2
,Preheated air (°C),290,352,296,281,352,307,352,308,279
,,Table 7. Operating conditions for the experimental gasification runs [30].,,,,,,,,
