0,1,2,3,4,5
#  H2O/C,,O/C,"[S]inlet 
(ppmv)","Predicted  
[H2]outlet 
(mole frac)","Predicted 
Temp (°C)"
1  0.500,,0.503,7.185,0.330,649.95
2  0.900,,0.602,5.327,0.364,649.83
3  0.125,,0.626,4.781,0.368,648.24
4  2.000,,0.679,3.500,0.352,647.58
5  2.500,,0.699,3.055,0.335,649.82
6  3.000,,0.709,2.721,0.317,649.04
