0,1,2,3,4,5,6
formation of methanol and methane.,,,,,,
Table 2: Produced dried gas characteristics,,,,,,
,,Green waste pellets,,,Wood pellets,
T (°C),700,800,900,700,800,900
Gas mean residence,,,,,,
,38.42,35.20,30.37,37.54,32.42,31.17
time (s),,,,,,
Gas volume,,,,,,
,0.44,0.57,0.72,0.42,0.57,0.68
(Nm3/kg daf),,,,,,
H2/CO (mol/mol),0.84,0.93,1.06,0.50,0.70,1.01
H2+CO (mol%),51.48,59.73,70.34,55.94,59.89,69.89
LHV (MJ/Nm3),16.75,16.38,14.08,16.85,16.74,14.39
