0,1,2,3,4,5,6,7,8
,,,,,,,,rate
,,,,,,,,(NmL/min)
,Composition,,,,,,,
,27.0,21.3,18.0,10.6,39.3,,,
Beech,(%),,,,,,,
,,,,,,0.7,1.27,23
wood,Molar flow,,,,,,,
,0.28,0.22,0.19,0.10,0.41,,,
,(mmol/min),,,,,,,
,Composition,,,,,,,
,22.7,28.5,19.1,9.9,47.6,,,
,(%),,,,,,,
Lignin,,,,,,0.5,0.80,18
,Molar flow,,,,,,,
,0.18,0.23,0.15,0.08,0.38,,,
,(mmol/min),,,,,,,
