0,1,2,3,4,5
Table 3,CO2/COx inlet-ratios and respective feed gas compositions,,,,
used in direct DME synthesis,,,,,
CO2/COx,H2/vol%,CO/vol%,CO2/vol%,N2/vol%,Ar/vol%
0.00,34.5,15.0,0.0,15.0,35.5
0.07,35.5,14.0,1.0,15.0,34.5
0.20,37.5,12.0,3.0,15.0,32.5
0.47,41.5,8.0,7.0,15.0,28.5
0.80,46.5,3.0,12.0,15.0,23.5
1.00,49.5,0.0,15.0,15.0,20.5
